"city";"title";"count"
"Woodridge";"Escape Metropolis";4
"Woodridge";"Sleepless Monsoon";3
"Lethbridge";"Lose Inch";4
"Woodridge";"Indian Love";4
"Lethbridge";"Freedom Cleopatra";2
"Woodridge";"Jericho Mulan";2
"Lethbridge";"Chamber Italian";2
"Lethbridge";"Idols Snatchers";3
"Woodridge";"Oscar Gold";4
"Woodridge";"Perfect Groove";4
"Woodridge";"Drifter Commandments";2
"Woodridge";"Wash Heavenly";2
"Woodridge";"Sinners Atlantis";4
"Lethbridge";"Virginian Pluto";4
"Lethbridge";"Impossible Prejudice";4
"Woodridge";"Traffic Hobbit";2
"Woodridge";"State Wasteland";2
"Woodridge";"Blackout Private";4
"Woodridge";"Illusion Amelie";4
"Lethbridge";"Mosquito Armageddon";4
"Woodridge";"Fish Opus";4
"Lethbridge";"Wife Turn";4
"Woodridge";"Mother Oleander";2
"Lethbridge";"Manchurian Curtain";2
"Woodridge";"Fire Wolves";2
"Lethbridge";"Massacre Usual";4
"Woodridge";"Packer Madigan";4
"Woodridge";"Cleopatra Devil";3
"Lethbridge";"Summer Scarface";3
"Lethbridge";"American Circus";2
"Woodridge";"Aladdin Calendar";3
"Woodridge";"South Wait";4
"Woodridge";"Doom Dancing";3
"Lethbridge";"Contact Anonymous";3
"Woodridge";"Dracula Crystal";4
"Lethbridge";"Ferris Mother";2
"Lethbridge";"Quest Mussolini";2
"Lethbridge";"Blanket Beverly";4
"Woodridge";"Hanover Galaxy";4
"Woodridge";"Midnight Westward";3
"Woodridge";"Eyes Driving";3
"Lethbridge";"Alamo Videotape";4
"Woodridge";"Spirit Flintstones";4
"Lethbridge";"Tramp Others";2
"Lethbridge";"Butterfly Chocolat";4
"Woodridge";"Potluck Mixed";3
"Woodridge";"Clyde Theory";3
"Woodridge";"Hope Tootsie";2
"Lethbridge";"Betrayed Rear";2
"Lethbridge";"Married Go";4
"Woodridge";"Outfield Massacre";3
